,date,name_ja,description,show_id,show,show_ja
267,2021-06-16,「馬用」と聞かされれば強めの効果期待しちゃう説▼「あの人は今」が別人だったら指摘できる?▼夫婦コンビの妻が「離婚」か「コンビ解散」の究極の2択を迫るドッキリ,「家庭と仕事どっちが大事なの?」の究極 夫婦コンビの妻から「離婚」か「コンビ解散」の2択迫られるパターン説 ・ 「あの人は今」で全く別人が出てきても指摘できない説 第2弾 ・ 「馬用」と聞かされれば強めの効果期待しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
268,2021-06-23,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説 第2弾 ほか,知り合いの中から好きな人順に告白していけば誰でもさすがに100人以内で恋人できる説 第2弾 ・ 打ち合わせ中 隣の部屋からカレーの匂いを送り続けたら その後全員カレー食う説 第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
269,2021-06-30,リアル鬼越ドッキリ第2弾 ほか,突然マネージャーから鬼越トマホークの「うるせえなぁ!」のくだり食らったら意外とシリアスな状況になっちゃう説 第2弾 ・ 自分の商売道具 完璧に把握していなければプロ失格説 第2弾 ・ SONY芸人 SONY製品持ってないとは言わせない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
270,2021-07-14,声を操るプロ声優ならモノマネも上手いはず説▼激辛好きvs辛さは苦手な大食いのデスソース1L早消費対決▼逆に林家ぺーの誕生日を知っている芸能人、悲しいかないない説,声を操るプロ 声優ならモノマネも上手いはず説 ・ 辛さに強い人vs辛さは苦手な大食いの「激辛大食い」トントン説 ・ 逆に林家ぺーの誕生日を知っている芸能人 悲しいかないない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
271,2021-07-21,芸人が今までで一番スゴいと思ったコメント調査▼「お前が歌うんかい!」のパターン、ツッコミ芸人ならどんな状況でも一発でツッコめる説▼リアル鬼越ドッキリFINAL,芸人が今までで一番スゴいと思ったコメント調査 ・ 「お前が歌うんかい!」のパターン ツッコミ芸人ならどんな状況でも一発でツッコめる説 第2弾 ・ 突然マネージャーから鬼越トマホークの「うるせえなぁ!」のくだり食らったら意外とシリアスな状況になっちゃう説 FINAL,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
272,2021-08-11,突然ネタのアドバイスをしてきた老紳士が後日TV局の取締役として収録現場に現れたら… ほか,マヂカルラブリーの「つり革ネタ」級にゆれる電車があっても 野田クリスタルなら最後まで立っていられるはず説 ・ 突然ネタに関するアドバイスをしてきた老紳士が 後日テレビ局の取締役として収録現場に現れたら急ピッチで言われた通りにネタ修正しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
273,2021-08-18,サードシートにも人がいるドッキリ ほか,「後部座席に人がいる」の仕掛け人に仕掛ける「サードシートにも人がいる」が結局一番怖い説 ・ マニアックすぎて1つも売れたことがない業務用機械 存在する説 ・ 釣りで大物がかかって海に引っ張られる演技をすれば 最大5人は道連れに落ちれる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
274,2021-08-25,「クロちゃん新企画」で１時間！,クロちゃん 部屋ごと無人島生活,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
275,2021-09-01,「クロちゃん部屋ごと無人島生活」がついに完結！,クロちゃん 部屋ごと無人島生活→クロちゃん緊急新居探し企画,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
276,2021-09-08,音楽にまつわる説を検証,芸人の名前だけでいい感じの歌詞作れる説 第2弾 ・ 宇多田ヒカル/First Loveの「誰を思ってるんだろう」の部分 カラオケで全員「誰を思ってるんだはー」と歌う説 ・ 吉幾三の「俺ら東京さ行ぐだ」と同じ状況の村 現存する説 ・ ワークマンと新日本ハウスの曲 いずれかを歌ったが最後 もう一方は2度と思い出せない説 ・ 矢口真里 説教食らった後にカラオケで「恋のダンスサイト」歌われてもさすがに「セクシービーム」入れづらい説 ・ 店内BGM 有名曲が違う歌詞になっていても気付かない説 ・ 歯なし 歌下手説 ・ SADSの「忘却の空」を超える清春の超クセソング聞き取りチャレンジ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
277,2021-09-15,睡眠タライチャレンジ ほか,説教中に長渕の歌詞 自然に盛り込むこと可能説 ・ 強い意思があれば寝た後の体もコントロールできる説 ・ 東京モノレールの「整備場駅」が最寄駅の住人いない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
278,2021-09-22,マツケンサンバを踊りながら泣くことなど出来ない説など,マツケンサンバを踊りながら泣くことなど出来ない説 ・ 相方“2度見させ”選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
279,2021-09-29,おぼん･こぼんヒストリー,おぼん・こぼんヒストリー,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
280,2021-10-06,おぼん・こぼん THE FINAL,おぼん・こぼん THE FINAL,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
281,2021-10-13,説教中に長渕の歌詞､自然に盛り込むこと可能説 第2弾 ほか,説教中に長渕の歌詞 自然に盛り込むこと可能説 第2弾 ・ モノマネ番組の子供そっくりさん 今いよいよご本人そっくりになってる説 ・ 嫁対抗 寝言で夫笑わせ選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
282,2021-10-20,生放送の裏で色々やってましたSP,「ラヴィット!」の女性ゲストを大喜利芸人軍団が遠隔操作すればレギュラーメンバーより笑い取れる説 ・ 天才松本人志と全く同じセンスを持つ芸人発掘プロジェクト,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
283,2021-11-10,関西人狼 ほか,関西人狼 ・ レジ袋なしでコンビニから商品を持って帰れる限界 1万円分説 ・ 神輿ダコの人 コロナ禍でそろそろタコ消失説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
284,2021-11-17,パネラーの説検証SP 第3弾,ブチギレてるやつ 存在しない言葉使ってもバレない説 ・ 内藤剛志 この20年 刑事役以外やってない説 ・ 1巻を読んだ帰り道に思わず2巻を買ってしまうマンガこそ本当に面白いマンガ説 ・ 子守唄 どんな歌詞でも赤ちゃんは寝る説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
285,2021-11-24,落とし穴に落ちたのに一向にネタばらしが来ないまま日が暮れたら正気じゃいられない説,落とし穴に落ちたのに一向にネタばらしが来ないまま日が暮れたら正気じゃいられない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
286,2021-12-01,めちゃくちゃうるさい所で寝てたら逆に静かになった瞬間目が覚める説▼果物の方のボンタンを収穫することも「ボンタン狩り」と言う説▼トラメガ無能説 など15説を検証,女優ライト MAXで当てたら正体不明説 ・ 「停電から復旧したら人がいる」が結局 一番怖い説 ・ プロレスラー 噴水相手にも3カウント取れる説 ・ お台場に一戸建て存在しない説 ・ 電話越しならジジイでも相手に子供だと思わせること可能説 ・ 保留 先輩からの電話でも待てて10分説 ・ 賞レースで優勝したらマジで身に覚えの無いヤツからも連絡くる説 第2弾 ・ 果物の方のボンタンを収穫することも「ボンタン狩り」と言う説 ・ めちゃくちゃうるさい所で寝てたら逆に静かになった瞬間 目が覚める説 ・ 若手芸人がめちゃくちゃノブの口調だったら先輩もさすがに注意する説 ・ どう見ても80超えの お年寄りに年齢を聞いて「60歳です」と ありえない若い年齢が返ってきたたときのコメントも やっぱり「見えないですね」説 ・ トラメガ 無能説 ・ あの揚げ菓子の呼び名 チュロス50% チュリトス30% チュロ20%説 ・ 「yuri_ebihara」のアカウントだけ見せて「誰のインスタでしょう?」と聞いたら後楽園周辺では「蛯原友里」と「ユーリ海老原」で半々説 ・ シールを貼って街の意見を聞くスタイルの投票 抱かれたいミュージシャンが布袋寅泰99票 福山雅治0票の状態で聞かれたら流されて布袋に貼っちゃう可能性もある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
287,2021-12-08,久しく見ていない女タレントが死ぬほど整形指摘しづらい説など,久しく見ていない女タレントが死ぬほど整形していても指摘しづらい説 ・ 売れない芸人対抗 楽屋の弁当持って帰り王決定戦,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
288,2021-12-15,第7回替え歌最強トーナメント！審査員は東大生▼おじいちゃんによる「孫笑わせ選手権」で孫が全く笑わない逆ドッキリ切ない説▼ザ・たっちにもピンの仕事あるにはある説,第7回 替え歌 最強トーナメント ・ おじいちゃんによる「孫笑わせ選手権」で孫が全く笑わない逆ドッキリ 切ない説 ・ ザ・たっちにもピンの仕事 あるにはある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
289,2021-12-22,ホントドッキリ 第3弾　ほか  season finale,どこにもカメラが見当たらない狂気のロケでもゲストに指摘されずに進めること可能説 ・ 泣き落としのトークがどんなに上手くても最終的に「かあさんの歌」で泣かせるの困難説 ・ 「帯番組」のMCということで喜んで受けたオファーが「着物の帯を紹介する番組」だったとしても「だったらやめます」とは言い出しづらい説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
290,2022-01-12,令和最強ボロ実家決定戦　ほか,サンシャイン池崎の実家 令和になってもボロさ最強説 ・ 大食い×ストラックアウト ・ 歩きながら電話してる人 相手から衝撃的なこと伝えられたら立ち止まる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
291,2022-01-19,クロちゃん宅に潜伏中・日本一学校から遠い家,クロちゃん宅に潜伏中 ・ 日本一学校から遠い家に住んでる子供 毎朝5時起き説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
292,2022-01-26,不仲芸人対抗！スピード解散選手権　ほか,女子中高生の人気芸人ランキング なんぼなんでもNON STYLEもうランク外説 ・ 不仲芸人対抗 スピード解散選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
293,2022-02-09,2021年、ドッキリにかけられた芸能人ランキング,2021年 予告ドッキリ ・ 雪山 風船太郎レース,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
294,2022-02-16,チョウチンアンコウの罠・ハッピーサプライズでウレション他,チョウチンアンコウの罠 人間にも通用する説 ・ 輪ゴムが10本あれば誰でも正体不明に出来る説 ・ ハッピーサプライズを仕掛けた相手がウレションしたら仕掛け人の方 一瞬で真顔になる説 ・ 2段ベッドで寝てる夫婦などいない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
295,2022-02-23,自分の私物を他人が身につけていても気づかない説　芸人それぞれの浅草キッドある説　他,自分の私物を他人が身に付けてても意外と気付かない説 第2弾 ・ 芸人なら誰しも自分なりの浅草キッドある説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
296,2022-03-02,芸人が今までで凄いと思ったコメント調査第2弾 ほか 芸人が今までで凄いと思ったコメント調査第2弾 どれだけ苦手な食べ物でもその最高峰を食べたら「うまい」と感じる説,芸人が今までで一番スゴいと思ったコメント調査 第2弾 ・ どれだけ苦手な食べ物でも その最高峰を食べたら旨いと感じる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
297,2022-03-09,長い説タイトルランキング,長い説タイトルランキングSP,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
298,2022-03-23,リアルにへーと言わせるのは難しい説、関根勤の芸後継者いない説,リアルに「へぇ」と言わせるの難しい説 ・ 素人を紹介する際にピッタリの一言を添える関根勤のあの芸 後継者いない説 ・ Tシャツたたみのあの裏ワザ 起源謎説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
299,2022-04-06,本物のハチ公見たことある人まだいる説　キャラ被りに難癖など,本物のハチ公を見たことがある人 まだギリこの世にいる説 ・ 「それ俺の方が先にやってる」とキャラ被りに難癖つけてくる先輩 かわすのムズい説 ・ ほんこんの本名 フルで答えられる若手いない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
300,2022-04-13,30-1グランプリ 2022,30-1グランプリ 2022,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
301,2022-04-20,ダイアン100ゴイゴイスゥー　ホラードッキリほか,ダイアン津田「ごいごいすー」言わせようとすると逆に意外と言わない説 ・ 出演者が店に直接許可を取るタイプの街ブラロケで店に入った相方が待てど暮らせど戻って来なかったら最悪の事態も想像しちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
302,2022-04-27,「帰宅したらトイレにカギがかかってる」も結構怖い説,「帰宅したらトイレに鍵がかかってる」も結構怖い説 ・ 若手芸人 コンプライアンスでがんじがらめにされても従わざるを得ない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
303,2022-05-04,みんなの説SP,メシ屋で提供が早すぎたら それはそれで おっかない説 ・ プラス・マイナスの岩橋の「体つきモノマネ」細い人でも細いなりのパターンできる説 ・ 引退試合でデッドボール食らった人 さすがに いない説 ・ 剣道 びんぼっちゃまスタイルでもバレない説 ・ ポパイの弁当に入ってる卵が生卵でも気付きようない説 ・ フラッシュ暗算 途中に めちゃ気が散る画像挟まれたら さすがの暗算名人でも正解出せない説 ・ ウエイトリフティング 水中なら世界記録出せる説 ・ 「お風呂が沸きました」生声でも意外と気付かない説 ・ アニマル浜口の「気合いだー!」連発 両手が塞がってたら どこで止めていいか分からなくなる説 ・ ポパイの弁当に入ってる卵が生卵でも気付きようない説 その2 ・ 池谷直樹 普通にも走れる説 ・ ルービックキューブ 1色多くてもバカは永遠に気付かない説 ・ 函館の夜景 北海道のデカさナメてて場所勘違いしてる人 結構いる説 ・ 本屋の店員 制服がエプロンなの謎説 ・ 女性のショートカット率 年代と ほぼ一致説 ・ 「布袋モデル」と言われたら どんなにデカいギターでも信じちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
304,2022-05-11,風船バレー大人がマジでやったら終わらない説など,風船バレー 大人がマジでやったらなかなか決着つかない説 ・ 自分の私物を他人が身に付けてても意外と気付かない説 第3弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
305,2022-05-18,"全部""逆ドッキリ""にしてみましたSP",「今から行くから待ってろ!」と電話でキレてきた相手がその怒りそのままにやってきたとき どんなにおかしな姿でもそこには触れられない説 ・ 有名人の身内 気をつけないと悪いモノマネ芸人にオレオレ詐欺で騙される説 ・ ブチギレてるやつ 存在しない言葉使ってもバレない説 ・ 社交ダンスのパートナーからの内股 不回避説 ・ 真面目な相談の電話中でも しっかり飯食うこと可能説 ・ 「おはようございます」「お」と「す」さえ合っていれば間は何でもいける説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
306,2022-05-25,ハプニング盛り込みネタ選手権など,どんな芸人でもめちゃくちゃ地元なら好きな芸人ランキングで1位になれる説 第2弾 ・ ハプニング盛り込みネタ選手権,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
307,2022-06-01,今回は1時間通し企画の「特別編」,伝説の女“K.カズミ”の真相に迫る,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
308,2022-06-08,芸人コンビのネタ作ってない方、相方がどんなにつまんないネタ作ってきても文句言う権利ない説,街中異種ビンゴ大会 第2弾 ・ 芸人コンビのネタ作ってない方 相方がどんなにつまんないネタ作ってきても文句言う権利ない説 第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
309,2022-06-15,しんどい先輩芸人からYouTubeでコラボしたいと言われた時の断り方ムズい説,しんどい先輩芸人からYouTubeでコラボしたいと言われた時の断り方ムズい説 ・ タイミングよく屁をかませばブーブークッションに引っかかったと思わせることも可能説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
310,2022-06-22,タッグ相撲最強コンビ決定戦,タッグ相撲 最強コンビ決定戦 ・ 相方“2度見させ”選手権 第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
311,2022-06-29,マツケンサンバを踊りながら泣くことなど出来ない説,マツケンサンバを踊りながら泣くことなど出来ない説 第2弾 ・ 陰口引き出し王決定戦,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
312,2022-07-06,子ども、母、祖母、曾祖母とバトンをつなぐ4世代家族対抗リレー対決の第3弾,「4世代対抗リレー」第3弾 ・ 説教中の『帰れ！』額面通り受け取るわけにはいかない説」第2弾,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
313,2022-07-13,街行く人の名前に入っている食材で料理・大江豊なら裏の人間性が悪くても,「街中人名クッキング」 ・ 大江裕なら裏の顔がどんなにヤバくても さほど違和感なく受け入れちゃう説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
314,2022-07-27,芸人が今までで一番面白かった映像を紹介など,芸人が今までで一番面白かった瞬間は誰が見ても面白い説 第5弾 ・ 街で「ファンなんです」と声かけてくるファンに限って たいしたファンじゃない説 第2弾 ・ お見送り芸人しんいちのR-1トロフィー もう誰も笑ってない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
315,2022-08-03,地元ロケで同級生がめちゃくちゃ盛ったエピソード出してきても合わせざるを得ない説,取材拒否の店を引き当てるまで食レポし続けるロケ めちゃくちゃしんどい説 ・ 地元ロケで同級生がめちゃくちゃ盛ったエピソード出してきても合わせざるを得ない説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
316,2022-08-10,旅行先起きて誰もいなくなっていたら辛い説・四の地固め伝えるの不可能説・ポツンと店舗存在する説,旅行先で朝起きたとき誰もいなくなってたら だいぶ切ない説 ・ 4の字固め 女性に電話口で伝えるの不可能説 第2弾 ・ どんな業態の店でもポツンと店舗 存在する説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
317,2022-08-24,事務所が痛みを伴う罰ゲームのために「特別な訓練」の講習を開催しても昨今の状況なら受け入れちゃう説▼鯉のエサ消費池No.1決定戦,事務所が痛みを伴う罰ゲームのために「特別な訓練」の講習を開催しても昨今の状況なら受け入れちゃう説 ・ 鯉のエサ消費池No.1決定戦,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
318,2022-08-31,2代目関根勤選手権第2弾・街でデカい駒を集めて将棋対決など,2代目関根勤選手権 第2弾 ・ 街でデカい駒を集めて将棋対決 ・ どぶろっく どんな芸人の歌ネタでも面白くカバーできる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
319,2022-09-07,47都道府県全てで説検証してる説,47都道府県全てで説検証してる説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
320,2022-09-21,お化け屋敷でお化けメイクして捕られていたら・クイズヒーロショー,お化け屋敷のルート中にお化けメイクされて捕えられてたら めちゃ助けてもらいづらい説 ・ この世で最もこすられてるネタ FUJIWARAのヒーローショー説,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
321,2022-10-12,芸能人の地元探れば元カレ元カノぐらい簡単に見つかる説…国道ラーメンマラソン,芸能人の地元探れば元カレ元カノぐらい簡単に見つかる説 第2弾 ・ 国道ラーメンマラソン,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
322,2022-10-19,理由をつけて現金1000万円を渡すことはできるのか？など,1000万円を受け取ってもらうの逆に難しい説 ・ 「いいえ 私はさそり座の女」条件次第で言わせることも可能,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
323,2022-10-26,部屋に人がいるに大丈夫ですかときたら助けを求めちゃう説・突撃隣の冷蔵庫,「部屋に人がいる」で驚いてる所に「大丈夫ですか?」ともう1人入ってきたら そいつの怪しさ忘れて つい助け求めちゃう説 ・ 突撃! 隣の冷蔵庫,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
324,2022-11-02,青ライダース細身ハゲがテレビ局にいたら小峠だと思って挨拶しちゃう説など15説を一気に検証, ・  ・  ・  ・  ・  ・  ・  ・  ・  ・  ・  ・  ・  ・ ,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
325,2022-11-09,第8回替え歌最強トーナメント・クロちゃん3年ぶり新連載,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
326,2022-11-16,芸人なら部屋に隠れた芸人を笑わせられる説・モンスターラブ沖縄共同生活編,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
327,2022-11-30,語尾が「ゲス」の人などのさすがにいるワケない人探し▼クロちゃん「モンスターラブ」第3話,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
328,2022-12-07,芸人が今までで一番面白かった瞬間はみんなおもしろい説・モンスターラブ第4話,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
329,2022-12-14,いい意味でをつければどんな悪口でも怒られない説・モンスターラブ第5話,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
330,2022-12-21,クロちゃんの恋人探し企画“モンスターラブ”最終回,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
331,2023-01-11,身代わり数珠つなぎカラオケ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
332,2023-01-18,身代わり数珠繋ぎカラオケ〜完結編・愛煙家対抗 負け残りタバコ我慢対決,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
333,2023-01-25,犯人を見つけるまでミステリードラマの世界から抜け出せないドッキリしんどい説・どんなにニンニク食ってもニンニク食べましたと指摘されるの意外と難しい説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
334,2023-02-01,熊本県ならどの家庭にも必ずくまモン1匹はいる説・81歳となったミスター押忍が3年ぶりに空手全国大会に再挑戦！,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
335,2023-02-08,2022年最もドッキリに騙され王恒例1週間予告どっきり・モンスターラブその後,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
336,2023-02-15,喫煙所で隣から強力ゴシップが聞こえてきたらタバコを何本吸い続けてしまうのか？▼クロちゃんリチカップルの温泉旅行▼アイドルグループ“都内某所”の新メンバーが決定！,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
337,2023-02-22,オフの相方を爆笑させるの難しい説・取るなというアイマスクを外させるの難しい説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
338,2023-03-08,砂かけババア、部屋に出たら最悪説・買取査定ヒッチハイクレース,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
339,2023-03-22,Tver アワードバラエティ賞,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
340,2023-03-29,令和のヨイショ王決定戦・幼稚園でのかくれんぼ・「喧嘩・形」の大会,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
341,2023-04-05,テレビに食べ物が映ったら同じもの食わなきゃいけない24時間・互いに仕掛け人だと思っている2人がすれ違いざまにゴレーッ！,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
342,2023-04-12,30-1グランプリ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
343,2023-04-19,日本の有名人知名度ランキングTOP100▼新人マネージャーと名乗る男と山奥のロケ先に向かってる途中、本当のマネージャーから「そんなヤツ知らない」と電話がきたら？,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
344,2023-04-26,旅番組と思ったら足袋番組に・いびきだけだパートナーを当てる,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
345,2023-05-03,みんなの説スペシャル,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
346,2023-05-10,トリオ芸人ひとり抜けてポンコツだけ残ったらコンビ続けない説・くさい匂いで神経衰弱,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
347,2023-05-24,どこにもカメラが見当たらない狂気のロケ・街ゆく人から「いくつに見えます？」の逆クイズ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
348,2023-05-31,ぬるっとクイズ王・第2回タッグ相撲最強コンビ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
349,2023-06-07,第2回“まだ誰もやってない”モノマネ王座決定戦,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
350,2023-06-14,ダンカン阪神熱狂・マルトッツォぷよぷよ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
351,2023-06-21,昭和とんでも話嘘でも信じる説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
352,2023-06-28,説教中に曲の歌詞自然に盛り込むこと可能説・相方が倒れて予断を許さなくても腹も減り眠くもなる説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
353,2023-07-05,リアルなコンビ解散ドッキリ,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
354,2023-07-26,扮装状態でスタッフに撒かれたら一巻の終わり説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
355,2023-08-02,モノに隠れながら尾行チャレンジ！・ホームランバーのバーでホームラン打てる説,,suiyoubinodowntown,WEDNESDAY DOWNTOWN,水曜日のダウンタウン
